name,url,image_url,Item ID,Total Price,Weight,Per Carat Price,Color,Shape,Clarity,Cut,Color Intensity,Origin,Treatments,Length,Width,Height,Price per Length
Peach Sapphire - Radiant 1.24 Ct. #S10634,https://www.thenaturalsapphirecompany.com/1.24ct-ceylon-sri-lanka-radiant-peach-sapphire-s10634-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10634/image/certified-natural-untreated-ceylon(srilanka)-radiant-peach-sapphire-1.2400-cts-s10634-1-full.jpg,S10634,699,1.24,$563.71 per Ct.,Peach,Radiant,Very Slightly Included,Radiant Cut,Light,Ceylon (Sri Lanka),No Enhancement,6.01,5.15,4.34,116.30615640599002
Peach Sapphire - Cushion 1.18 Ct. #U16081,https://www.thenaturalsapphirecompany.com/1.18ct-madagascar-cushion-peach-sapphire-u16081-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16081/image/certified-natural-madagascar-cushion-peach-sapphire-1.1800-cts-u16081-1-full.jpg,U16081,708,1.18,$600 per Ct.,Peach,Cushion,Eye Clean,Mixed Brilliant,Medium,Madagascar,Heated,7.53,5.84,2.81,94.02390438247012
Peach Sapphire - Princess 0.80 Ct. #U14492,https://www.thenaturalsapphirecompany.com/0.80ct-ceylon-sri-lanka-princess-peach-sapphire-u14492-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u14492/image/certified-natural-untreated-ceylon-princess-peach-sapphire-0.8000-cts-u14492-1-full.jpg,U14492,720,0.80,$900 per Ct.,Peach,Princess,Very Slightly Included,Princess Cut,Medium,Ceylon (Sri Lanka),No Enhancement,5.08,5.08,3.4,141.73228346456693
Peach Sapphire - Cushion 1.22 Ct. #S11560,https://www.thenaturalsapphirecompany.com/1.22ct-ceylon-sri-lanka-cushion-peach-sapphire-s11560-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s11560/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.2200-cts-s11560-1-full.jpg,S11560,732,1.22,$600 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,6.75,5.07,3.88,108.44444444444444
Peach Sapphire - Cushion 1.22 Ct. #U17218,https://www.thenaturalsapphirecompany.com/1.22ct-ceylon-sri-lanka-cushion-peach-sapphire-u17218-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u17218/image/certified-natural-ceylon(srilanka)-cushion-peach-sapphire-1.2200-cts-u17218-1-full.jpg,U17218,732,1.22,$600 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,6.72,5.35,3.41,108.92857142857143
Peach Sapphire - Cushion 1.83 Ct. #S13841,https://www.thenaturalsapphirecompany.com/1.83ct-ceylon-sri-lanka-cushion-peach-sapphire-s13841-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13841/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.8300-cts-s13841-1-full.jpg,S13841,732,1.83,$400 per Ct.,Peach,Cushion,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,9.04,5.22,4.12,80.97345132743364
Peach Sapphire - Oval 1.23 Ct. #S13828,https://www.thenaturalsapphirecompany.com/1.23ct-ceylon-sri-lanka-oval-peach-sapphire-s13828-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13828/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.2300-cts-s13828-1-full.jpg,S13828,738,1.23,$600 per Ct.,Peach,Oval,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.27,5.16,3.76,101.5130674002751
Peach Sapphire - Oval 0.83 Ct. #U13135,https://www.thenaturalsapphirecompany.com/0.83ct-montana-oval-peach-sapphire-u13135-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u13135/image/certified-natural-montana-cushion-peach-sapphire-0.8300-cts-u13135-1-full.jpg,U13135,747,0.83,$900 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Faint,Montana,Heated,6.35,4.84,3.49,117.63779527559056
Peach Sapphire - Cushion 1.08 Ct. #U6137,https://www.thenaturalsapphirecompany.com/1.08ct-ceylon-sri-lanka-cushion-peach-sapphire-u6137-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u6137/image/certified-natural-untreated-ceylon-cushion-peach-sapphire-1.0800-cts-u6137-1-full.jpg,U6137,756,1.08,$700 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,5.57,5.48,4.32,135.7271095152603
Peach Sapphire - Radiant 1.30 Ct. #U17224,https://www.thenaturalsapphirecompany.com/1.30ct-ceylon-sri-lanka-radiant-peach-sapphire-u17224-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u17224/image/certified-natural-ceylon(srilanka)-radiant-pinkishred-reddishpink-sapphire-1.3000-cts-u17224-1-full.jpg,U17224,780,1.30,$600 per Ct.,Peach,Radiant,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,6.78,5.17,4.01,115.04424778761062
Peach Sapphire - Radiant 0.98 Ct. #U17053,https://www.thenaturalsapphirecompany.com/0.98ct-ceylon-sri-lanka-radiant-peach-sapphire-u17053-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u17053/image/certified-natural-ceylon(srilanka)-radiant-peach-sapphire-0.9800-cts-u17053-1-full.jpg,U17053,784,0.98,$800 per Ct.,Peach,Radiant,Very Slightly Included,Radiant Cut,Medium Light,Ceylon (Sri Lanka),Heated,6.63,5.25,2.92,118.25037707390649
Peach Sapphire - Round 1.62 Ct. #S13976,https://www.thenaturalsapphirecompany.com/1.62ct-ceylon-sri-lanka-round-peach-sapphire-s13976-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13976/image/certified-natural-untreated-ceylon(srilanka)-round-yellow-sapphire-1.6200-cts-s13976-1-full.jpg,S13976,800,1.62,$493.83 per Ct.,Peach,Round,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.2,7.25,4.01,111.11111111111111
Peach Sapphire - Emerald Cut 1.40 Ct. #S8042,https://www.thenaturalsapphirecompany.com/1.40ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-s8042-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8042/image/certified-natural-untreated-ceylon(srilanka)-emerald-peach-sapphire-1.4000-cts-s8042-1-full.jpg,S8042,801,1.40,$572.14 per Ct.,Peach,Emerald Cut,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.5,4.99,3.52,106.8
Peach Sapphire - Oval 1.43 Ct. #S14300,https://www.thenaturalsapphirecompany.com/1.43ct-ceylon-sri-lanka-oval-peach-sapphire-s14300-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s14300/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.4300-cts-s14300-1-full.jpg,S14300,804,1.43,$562.24 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.74,5.69,3.78,103.87596899224806
Peach Sapphire - Cushion 1.49 Ct. #S10029,https://www.thenaturalsapphirecompany.com/1.49ct-ceylon-sri-lanka-cushion-peach-sapphire-s10029-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10029/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.4900-cts-s10029-1-full.jpg,S10029,805,1.49,$540.27 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.55,5.28,3.86,106.62251655629139
Peach Sapphire - Round 1.07 Ct. #S10030,https://www.thenaturalsapphirecompany.com/1.07ct-ceylon-sri-lanka-round-peach-sapphire-s10030-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10030/image/certified-natural-untreated-ceylon(srilanka)-round-peach-sapphire-1.0700-cts-s10030-1-full.jpg,S10030,813,1.07,$759.81 per Ct.,Peach,Round,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,5.87,5.87,3.8,138.5008517887564
Peach Sapphire - Oval 1.10 Ct. #U10873,https://www.thenaturalsapphirecompany.com/1.10ct-ceylon-sri-lanka-oval-peach-sapphire-u10873-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u10873/image/certified-natural-untreated-ceylon-oval-peach-sapphire-1.1000-cts-u10873-1-full.jpg,U10873,825,1.10,$750 per Ct.,Peach,Oval,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,7.52,5.62,3.07,109.70744680851064
Peach Sapphire - Oval 0.93 Ct. #U13629,https://www.thenaturalsapphirecompany.com/0.93ct-ceylon-sri-lanka-oval-peach-sapphire-u13629-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u13629/image/certified-natural-untreated-ceylon-oval-green-sapphire-0.9300-cts-u13629-1-full.jpg,U13629,837,0.93,$900 per Ct.,Peach,Oval,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,6.67,5.08,3.41,125.4872563718141
Peach Sapphire - Round 0.66 Ct. #U10419,https://www.thenaturalsapphirecompany.com/0.66ct-montana-round-peach-sapphire-u10419-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u10419/image/certified-natural-montana-round-peach-sapphire-0.6600-cts-u10419-1-full.jpg,U10419,858,0.66,"$1,300 per Ct.",Peach,Round,Eye Clean,Mixed Brilliant,Medium,Montana,Heated,5.07,5.0,3.71,169.23076923076923
Peach Sapphire - Emerald Cut 1.17 Ct. #S14049,https://www.thenaturalsapphirecompany.com/1.17ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-s14049-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s14049/image/certified-natural-untreated-ceylon(srilanka)-emeraldcut-peach-sapphire-1.1700-cts-s14049-1-full.jpg,S14049,861,1.17,$735.9 per Ct.,Peach,Emerald Cut,Very Slightly Included,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,6.8,5.69,3.2,126.61764705882354
Peach Sapphire - Cushion 1.08 Ct. #S12385,https://www.thenaturalsapphirecompany.com/1.08ct-ceylon-sri-lanka-cushion-peach-sapphire-s12385-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s12385/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.0800-cts-s12385-1-full.jpg,S12385,864,1.08,$800 per Ct.,Peach,Cushion,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,5.65,5.31,3.95,152.92035398230087
Peach Sapphire - Radiant 0.96 Ct. #U13046,https://www.thenaturalsapphirecompany.com/0.96ct-ceylon-sri-lanka-radiant-peach-sapphire-u13046-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u13046/image/certified-natural-untreated-ceylon-radiant-peach-sapphire-0.9600-cts-u13046-1-full.jpg,U13046,864,0.96,$900 per Ct.,Peach,Radiant,Eye Clean,Radiant Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.03,5.05,2.85,122.90184921763868
Peach Sapphire - Oval 0.83 Ct. #U15590,https://www.thenaturalsapphirecompany.com/0.83ct-ceylon-sri-lanka-oval-peach-sapphire-u15590-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u15590/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-0.8300-cts-u15590-1-full.jpg,U15590,867,0.83,"$1,044.58 per Ct.",Peach,Oval,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.22,5.26,3.56,139.38906752411577
Peach Sapphire - Cushion 1.11 Ct. #S12233,https://www.thenaturalsapphirecompany.com/1.11ct-ceylon-sri-lanka-cushion-peach-sapphire-s12233-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s12233/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.1100-cts-s12233-1-full.jpg,S12233,888,1.11,$800 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.0,5.35,3.07,126.85714285714286
Peach Sapphire - Oval 0.76 Ct. #U16726,https://www.thenaturalsapphirecompany.com/0.76ct-ceylon-sri-lanka-oval-peach-sapphire-u16726-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16726/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-0.7600-cts-u16726-1-full.jpg,U16726,912,0.76,"$1,200 per Ct.",Peach,Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.3,5.43,2.87,144.76190476190476
Peach Sapphire - Cushion 1.73 Ct. #U16849,https://www.thenaturalsapphirecompany.com/1.73ct-ceylon-sri-lanka-cushion-peach-sapphire-u16849-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16849/image/certified-natural-ceylon(srilanka)-cushion-peach-sapphire-1.7300-cts-u16849-1-full.jpg,U16849,952,1.73,$550.29 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,7.88,6.89,3.75,120.81218274111676
Peach Sapphire - Emerald Cut 1.59 Ct. #S8697,https://www.thenaturalsapphirecompany.com/1.59ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-s8697-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8697/image/certified-natural-untreated-ceylon(srilanka)-emerald-peach-sapphire-1.5900-cts-s8697-1-full.jpg,S8697,954,1.59,$600 per Ct.,Peach,Emerald Cut,Eye Clean,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.3,5.48,4.02,130.68493150684932
Peach Sapphire - Round 1.40 Ct. #U15692,https://www.thenaturalsapphirecompany.com/1.40ct-ceylon-sri-lanka-round-peach-sapphire-u15692-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u15692/image/certified-natural-ceylon(srilanka)-round-white-sapphire-1.4100-cts-u15692-1-full.jpg,U15692,980,1.40,$700 per Ct.,Peach,Round,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,7.11,7.07,3.72,137.83403656821378
Peach Sapphire - Fancy 1.67 Ct. #S10810,https://www.thenaturalsapphirecompany.com/1.67ct-ceylon-sri-lanka-fancy-peach-sapphire-s10810-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s10810/image/certified-natural-ceylon(srilanka)-fancy-yellowishorange-sapphire-1.6700-cts-s10810-1-full.jpg,S10810,1002,1.67,$600 per Ct.,Peach,Fancy,Very Slightly Included,Step Cut,Medium,Ceylon (Sri Lanka),Heated,8.75,6.06,4.44,114.51428571428572
Peach Sapphire - Oval 1.28 Ct. #S14295,https://www.thenaturalsapphirecompany.com/1.28ct-ceylon-sri-lanka-oval-peach-sapphire-s14295-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s14295/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.2800-cts-s14295-1-full.jpg,S14295,1006,1.28,$785.94 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.48,5.71,3.49,134.49197860962565
Peach Sapphire - Radiant 1.45 Ct. #S5375,https://www.thenaturalsapphirecompany.com/1.45ct-ceylon-sri-lanka-radiant-peach-sapphire-s5375-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5375/image/certified-natural-untreated-ceylon(srilanka)-radiant-peach-sapphire-1.4500-cts-s5375-1-full.jpg,S5375,1015,1.45,$700 per Ct.,Peach,Radiant,Very Slightly Included,Radiant Cut,Light,Ceylon (Sri Lanka),No Enhancement,6.03,5.84,4.22,168.3250414593698
Peach Sapphire - Oval 1.29 Ct. #S5811,https://www.thenaturalsapphirecompany.com/1.29ct-ceylon-sri-lanka-oval-peach-sapphire-s5811-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5811/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.2900-cts-s5811-1-full.jpg,S5811,1042,1.29,$807.75 per Ct.,Peach,Oval,Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,7.17,5.49,4.08,145.32775453277546
Peach Sapphire - Oval 1.26 Ct. #S5798,https://www.thenaturalsapphirecompany.com/1.26ct-ceylon-sri-lanka-oval-peach-sapphire-s5798-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5798/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.2600-cts-s5798-1-full.jpg,S5798,1043,1.26,$827.78 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,6.75,6.06,3.93,154.5185185185185
Peach Sapphire - Radiant 1.14 Ct. #U13031,https://www.thenaturalsapphirecompany.com/1.14ct-ceylon-sri-lanka-radiant-peach-sapphire-u13031-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u13031/image/certified-natural-untreated-ceylon-radiant-peach-sapphire-1.1400-cts-u13031-1-full.jpg,U13031,1083,1.14,$950 per Ct.,Peach,Radiant,Eye Clean,Radiant Cut,Very Light,Ceylon (Sri Lanka),No Enhancement,6.05,5.94,3.51,179.00826446280993
Peach Sapphire - Cushion 1.15 Ct. #S16665,https://www.thenaturalsapphirecompany.com/1.15ct-thailand-cushion-peach-sapphire-s16665-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16665/image/certified-natural-untreated-thailand-cushion-yellow-sapphire-1.1500-cts-s16665-1-full.jpg,S16665,1099,1.15,$955.65 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium Light,Thailand,No Enhancement,6.89,5.75,2.84,159.50653120464443
Peach Sapphire - Oval 1.13 Ct. #U13429,https://www.thenaturalsapphirecompany.com/1.13ct-ceylon-sri-lanka-oval-peach-sapphire-u13429-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u13429/image/certified-natural-untreated-ceylon-oval-peach-sapphire-1.1300-cts-u13429-1-full.jpg,U13429,1119,1.13,$990.27 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.16,5.51,3.5,156.2849162011173
Peach Sapphire - Oval 1.40 Ct. #U16896,https://www.thenaturalsapphirecompany.com/1.40ct-ceylon-sri-lanka-oval-peach-sapphire-u16896-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16896/image/certified-natural-ceylon(srilanka)-oval-peach-sapphire-1.4100-cts-u16896-1-full.jpg,U16896,1120,1.40,$800 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.75,6.05,4.14,165.92592592592592
Peach Sapphire - Oval 1.28 Ct. #S16843,https://www.thenaturalsapphirecompany.com/1.28ct-ceylon-sri-lanka-oval-peach-sapphire-s16843-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16843/image/certified-natural-untreated-ceylon(srilanka)-oval-yellow-sapphire-1.2800-cts-s16843-1-full.jpg,S16843,1152,1.28,$900 per Ct.,Peach,Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.67,4.95,3.86,150.1955671447197
Peach Sapphire - Oval 1.48 Ct. #S12384,https://www.thenaturalsapphirecompany.com/1.48ct-ceylon-sri-lanka-oval-peach-sapphire-s12384-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s12384/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-1.4800-cts-s12384-1-full.jpg,S12384,1184,1.48,$800 per Ct.,Peach,Oval,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,6.67,5.99,4.74,177.5112443778111
Peach Sapphire - Emerald Cut 1.19 Ct. #U16139,https://www.thenaturalsapphirecompany.com/1.19ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-u16139-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16139/image/certified-natural-untreated-ceylon(srilanka)-emeraldcut-peach-sapphire-1.1900-cts-u16139-1-full.jpg,U16139,1190,1.19,"$1,000 per Ct.",Peach,Emerald Cut,Eye Clean,Emerald Cut,Medium,Ceylon (Sri Lanka),No Enhancement,7.99,4.56,3.12,148.93617021276594
Peach Sapphire - Cushion 1.21 Ct. #U16743,https://www.thenaturalsapphirecompany.com/1.21ct-ceylon-sri-lanka-cushion-peach-sapphire-u16743-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16743/image/certified-natural-ceylon(srilanka)-cushion-peach-sapphire-1.2100-cts-u16743-1-full.jpg,U16743,1193,1.21,$985.95 per Ct.,Peach,Cushion,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,6.31,5.45,3.9,189.0649762282092
Peach Sapphire - Oval 0.98 Ct. #S3558,https://www.thenaturalsapphirecompany.com/0.98ct-ceylon-sri-lanka-oval-peach-sapphire-s3558-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s3558/image/certified-natural-untreated-ceylon(srilanka)-oval-peach-sapphire-0.9800-cts-s3558-1-full.jpg,S3558,1200,0.98,"$1,224.49 per Ct.",Peach,Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.72,4.89,3.59,178.57142857142858
Peach Sapphire - Emerald Cut 1.30 Ct. #U11429,https://www.thenaturalsapphirecompany.com/1.30ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-u11429-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u11429/image/certified-natural-untreated-ceylon-emeraldcut-peach-sapphire-1.3000-cts-u11429-1-full.jpg,U11429,1203,1.30,$925.38 per Ct.,Peach,Emerald Cut,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.0,4.99,3.93,171.85714285714286
Peach Sapphire - Heart 1.21 Ct. #S16383,https://www.thenaturalsapphirecompany.com/1.21ct-madagascar-heart-peach-sapphire-s16383-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16383/image/certified-natural-untreated-ceylon(srilanka)-heart-peach-sapphire-1.2100-cts-s16383-1-full.jpg,S16383,1210,1.21,"$1,000 per Ct.",Peach,Heart,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,6.59,7.5,3.3,183.61153262518968
Peach Sapphire - Heart 1.05 Ct. #S16940,https://www.thenaturalsapphirecompany.com/1.05ct-ceylon-sri-lanka-heart-peach-sapphire-s16940-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s16940/image/certified-natural-untreated-ceylon(srilanka)-heart-peach-sapphire-1.0500-cts-s16940-1-full.jpg,S16940,1260,1.05,"$1,200 per Ct.",Peach,Heart,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,5.14,6.58,3.85,245.13618677042803
Peach Sapphire - Cushion 1.82 Ct. #S5379,https://www.thenaturalsapphirecompany.com/1.82ct-ceylon-sri-lanka-cushion-peach-sapphire-s5379-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5379/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.8200-cts-s5379-1-full.jpg,S5379,1274,1.82,$700 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,7.52,6.26,3.9,169.41489361702128
Peach Sapphire - Cushion 1.29 Ct. #U15665,https://www.thenaturalsapphirecompany.com/1.29ct-ceylon-sri-lanka-cushion-peach-sapphire-u15665-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u15665/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.2900-cts-u15665-1-full.jpg,U15665,1290,1.29,"$1,000 per Ct.",Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,6.82,5.79,3.74,189.14956011730206
Peach Sapphire - Cushion 1.59 Ct. #U16869,https://www.thenaturalsapphirecompany.com/1.59ct-ceylon-sri-lanka-cushion-peach-sapphire-u16869-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u16869/image/certified-natural-ceylon(srilanka)-cushion-peach-sapphire-1.6000-cts-u16869-1-full.jpg,U16869,1310,1.59,$823.9 per Ct.,Peach,Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,8.1,5.85,3.76,161.7283950617284
Peach Sapphire - Cushion 1.35 Ct. #U14270,https://www.thenaturalsapphirecompany.com/1.35ct-ceylon-sri-lanka-cushion-peach-sapphire-u14270-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u14270/image/certified-natural-untreated-ceylon-cushion-peach-sapphire-1.3500-cts-u14270-1-full.jpg,U14270,1336,1.35,$989.63 per Ct.,Peach,Cushion,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.13,5.61,3.77,187.3772791023843
Peach Sapphire - Round 1.72 Ct. #S14874,https://www.thenaturalsapphirecompany.com/1.72ct-ceylon-sri-lanka-round-peach-sapphire-s14874-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s14874/image/certified-natural-untreated-ceylon(srilanka)-round-peach-sapphire-1.7200-cts-s14874-1-full.jpg,S14874,1376,1.72,$800 per Ct.,Peach,Round,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.17,7.18,4.25,191.91073919107393
Peach Sapphire - Cushion 1.59 Ct. #U15689,https://www.thenaturalsapphirecompany.com/1.59ct-ceylon-sri-lanka-cushion-peach-sapphire-u15689-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/u15689/image/certified-natural-untreated-ceylon(srilanka)-cushion-peach-sapphire-1.5900-cts-u15689-1-full.jpg,U15689,1399,1.59,$879.87 per Ct.,Peach,Cushion,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.22,6.4,4.37,193.7673130193906
Peach Sapphire - Emerald Cut 1.58 Ct. #S11338,https://www.thenaturalsapphirecompany.com/1.58ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-s11338-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s11338/image/certified-natural-untreated-ceylon(srilanka)-emerald-peach(yellow-orange)-sapphire-1.5800-cts-s11338-1-full.jpg,S11338,1422,1.58,$900 per Ct.,Peach,Emerald Cut,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.27,6.2,3.73,195.5983493810179
Peach Sapphire - Emerald Cut 1.54 Ct. #S4883,https://www.thenaturalsapphirecompany.com/1.54ct-ceylon-sri-lanka-emerald-cut-peach-sapphire-s4883-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4883/image/certified-natural-untreated-ceylon(srilanka)-emeraldcut-peach-sapphire-1.5400-cts-s4883-1-full.jpg,S4883,1463,1.54,$950 per Ct.,Peach,Emerald Cut,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,7.06,6.05,3.63,207.22379603399435
Peach Sapphire - Heart 1.28 Ct. #S9832,https://www.thenaturalsapphirecompany.com/1.28ct-ceylon-sri-lanka-heart-peach-sapphire-s9832-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s9832/image/certified-natural-ceylon(srilanka)-heart-peach-sapphire-1.2800-cts-s9832-1-full.jpg,S9832,1472,1.28,"$1,150 per Ct.",Peach,Heart,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,6.48,7.17,3.56,227.16049382716048
