name,url,image_url,Item ID,Total Price,Weight,Per Carat Price,Color,Shape,Clarity,Cut,Color Intensity,Origin,Treatments,Length,Width,Height,Price per Length
Padparadscha Sapphire - Round 1.22 Ct. #PA4067,https://www.thenaturalsapphirecompany.com/1.22ct-ceylon-sri-lanka-round-padparadscha-sapphire-pa4067-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4067/image/certified-natural-untreated-ceylon(srilanka)-round-padparadscha-sapphire-1.2200-cts-pa4067-1-full.jpg,PA4067,1708,1.22,"$1,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,6.74,6.64,3.83,253.41246290801186
Padparadscha Sapphire - Round 1.07 Ct. #PA3962,https://www.thenaturalsapphirecompany.com/1.07ct-madagascar-round-padparadscha-sapphire-pa3962-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3962/image/certified-natural-madagascar-round-padparadscha-sapphire-1.0700-cts-pa3962-1-full.jpg,PA3962,2086,1.07,"$1,949.53 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,6.08,5.95,3.52,343.0921052631579
Padparadscha Sapphire - Oval 1.02 Ct. #PA3965,https://www.thenaturalsapphirecompany.com/1.02ct-mozambique-oval-padparadscha-sapphire-pa3965-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3965/image/certified-natural-mozambique-oval-padparadscha-sapphire-1.0200-cts-pa3965-1-full.jpg,PA3965,3366,1.02,"$3,300 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,6.99,5.0,3.4,481.54506437768237
Padparadscha Sapphire - Cushion 1.05 Ct. #PA4166,https://www.thenaturalsapphirecompany.com/1.05ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4166-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4166/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-1.0500-cts-pa4166-1-full.jpg,PA4166,3772,1.05,"$3,592.38 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,7.55,5.64,2.69,499.6026490066225
Padparadscha Sapphire - Pear 2.00 Ct. #PA4160,https://www.thenaturalsapphirecompany.com/2.00ct-madagascar-pear-padparadscha-sapphire-pa4160-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4160/image/certified-natural-madagascar-pear-padparadscha-sapphire-2.0000-cts-pa4160-1-full.jpg,PA4160,5550,2.00,"$2,775 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,8.32,6.69,3.89,667.0673076923076
Padparadscha Sapphire - Oval 3.18 Ct. #PA3881,https://www.thenaturalsapphirecompany.com/3.18ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3881-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3881/image/certified-natural-untreated-ceylon-oval-padparadscha-sapphire-2.1800-cts-pa3881-1-full.jpg,PA3881,5588,3.18,"$1,757.23 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,9.71,7.25,5.37,575.4891864057672
Padparadscha Sapphire - Oval 3.06 Ct. #PA3845,https://www.thenaturalsapphirecompany.com/3.06ct-madagascar-oval-padparadscha-sapphire-pa3845-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3845/image/certified-natural-madagascar-oval-padparadscha-sapphire-3.0600-cts-pa3845-1-full.jpg,PA3845,5661,3.06,"$1,850 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,10.54,8.38,3.94,537.0967741935484
Padparadscha Sapphire - Oval 1.74 Ct. #PA3310,https://www.thenaturalsapphirecompany.com/1.74ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3310-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3310/image/certified-natural-ceylon-oval-padparadscha-sapphire-1.7400-cts-pa3310-1-full.jpg,PA3310,6277,1.74,"$3,607.47 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,7.97,6.25,4.24,787.5784190715182
Padparadscha Sapphire - Oval 2.12 Ct. #PA4157,https://www.thenaturalsapphirecompany.com/2.12ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4157-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4157/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-2.1200-cts-pa4157-1-full.jpg,PA4157,6864,2.12,"$3,237.74 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,8.31,6.75,4.45,825.9927797833934
Padparadscha Sapphire - Oval 2.02 Ct. #PA4031,https://www.thenaturalsapphirecompany.com/2.02ct-madagascar-oval-padparadscha-sapphire-pa4031-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4031/image/certified-natural-madagascar-oval-padparadscha-sapphire-2.0200-cts-pa4031-1-full.jpg,PA4031,7287,2.02,"$3,607.43 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Madagascar,Heated,8.73,7.05,3.68,834.7079037800687
Padparadscha Sapphire - Oval 2.04 Ct. #S5500,https://www.thenaturalsapphirecompany.com/2.04ct-mozambique-oval-padparadscha-sapphire-s5500-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s5500/image/certified-natural-mozambique-oval-padparadscha-sapphire-2.0400-cts-s5500-1-full.jpg,S5500,7548,2.04,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,8.17,7.0,4.56,923.8678090575276
Padparadscha Sapphire - Cushion 1.66 Ct. #PA3925,https://www.thenaturalsapphirecompany.com/1.66ct-madagascar-cushion-padparadscha-sapphire-pa3925-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3925/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-1.6600-cts-pa3925-1-full.jpg,PA3925,7678,1.66,"$4,625.3 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,7.96,5.19,4.4,964.572864321608
Padparadscha Sapphire - Oval 1.73 Ct. #S6508,https://www.thenaturalsapphirecompany.com/1.73ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s6508-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s6508/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.7300-cts-s6508-1-full.jpg,S6508,7785,1.73,"$4,500 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,7.17,6.14,3.95,1085.7740585774059
Padparadscha Sapphire - Radiant 2.47 Ct. #S4946,https://www.thenaturalsapphirecompany.com/2.47ct-tanzania-radiant-padparadscha-sapphire-s4946-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4946/image/certified-natural-untreated-tanzania-radiant-padparadscha-sapphire-2.4700-cts-s4946-1-full.jpg,S4946,8225,2.47,"$3,329.96 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Radiant,Eye Clean,Radiant Cut,Medium Light,Tanzania,No Enhancement,8.47,8.15,4.02,971.0743801652892
Padparadscha Sapphire - Oval 2.50 Ct. #PA3945,https://www.thenaturalsapphirecompany.com/2.50ct-east-africa-oval-padparadscha-sapphire-pa3945-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3945/image/certified-natural-eastafrica-oval-padparadscha-sapphire-2.5000-cts-pa3945-1-full.jpg,PA3945,8325,2.50,"$3,330 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,East Africa,Heated,9.5,6.52,4.19,876.3157894736842
Padparadscha Sapphire - Cushion 2.05 Ct. #PA4057,https://www.thenaturalsapphirecompany.com/2.05ct-madagascar-cushion-padparadscha-sapphire-pa4057-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4057/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-2.0500-cts-pa4057-1-full.jpg,PA4057,8533,2.05,"$4,162.44 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,6.75,6.6,5.17,1264.148148148148
Padparadscha Sapphire - Cushion 2.03 Ct. #PA3745,https://www.thenaturalsapphirecompany.com/2.03ct-madagascar-cushion-padparadscha-sapphire-pa3745-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3745/image/certified-natural-madagascar-cushion-padparadscha-sapphire-2.0300-cts-pa3745-1-full.jpg,PA3745,8628,2.03,"$4,250.25 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,7.13,5.62,5.16,1210.0981767180926
Padparadscha Sapphire - Cushion 2.06 Ct. #PA4125,https://www.thenaturalsapphirecompany.com/2.06ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4125-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4125/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-2.0600-cts-pa4125-1-full.jpg,PA4125,8755,2.06,"$4,250 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,7.16,6.75,4.85,1222.7653631284916
Padparadscha Sapphire - Oval 3.03 Ct. #PA3746,https://www.thenaturalsapphirecompany.com/3.03ct-madagascar-oval-padparadscha-sapphire-pa3746-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3746/image/certified-natural-madagascar-oval-padparadscha-sapphire-3.0300-cts-pa3746-1-full.jpg,PA3746,10302,3.03,"$3,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,9.73,7.81,4.52,1058.787255909558
Padparadscha Sapphire - Cushion 2.33 Ct. #S4631,https://www.thenaturalsapphirecompany.com/2.33ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-s4631-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s4631/image/certified-natural-untreated-ceylon(srilanka)-cushion-padparadscha-sapphire-2.3300-cts-s4631-1-full.jpg,S4631,10695,2.33,"$4,590.13 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,7.15,6.8,5.21,1495.8041958041958
Padparadscha Sapphire - Cushion 3.36 Ct. #PA4117,https://www.thenaturalsapphirecompany.com/3.36ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4117-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4117/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-3.3600-cts-pa4117-1-full.jpg,PA4117,10853,3.36,"$3,230.06 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,10.56,8.2,4.04,1027.746212121212
Padparadscha Sapphire - Oval 2.82 Ct. #PA4113,https://www.thenaturalsapphirecompany.com/2.82ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4113-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4113/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-2.8200-cts-pa4113-1-full.jpg,PA4113,11506,2.82,"$4,080.14 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,9.15,7.23,4.82,1257.4863387978141
Padparadscha Sapphire - Oval 2.66 Ct. #PA3208,https://www.thenaturalsapphirecompany.com/2.66ct-madagascar-oval-padparadscha-sapphire-pa3208-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3208/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-2.6600-cts-pa3208-1-full.jpg,PA3208,12303,2.66,"$4,625.19 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,No Enhancement,8.81,6.99,4.85,1396.4812712826333
Padparadscha Sapphire - Oval 5.82 Ct. #PA3836,https://www.thenaturalsapphirecompany.com/5.82ct-madagascar-oval-padparadscha-sapphire-pa3836-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3836/image/certified-natural-madagascar-oval-padparadscha-sapphire-5.8200-cts-pa3836-1-full.jpg,PA3836,14841,5.82,"$2,550 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,12.41,10.12,5.18,1195.890410958904
Padparadscha Sapphire - Pear 3.66 Ct. #S7217,https://www.thenaturalsapphirecompany.com/3.66ct-madagascar-pear-padparadscha-sapphire-s7217-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7217/image/certified-natural-madagascar-pear-padparadscha-sapphire-3.6600-cts-s7217-1-full.jpg,S7217,14933,3.66,"$4,080.05 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium Light,Madagascar,Heated,11.53,7.57,5.36,1295.1431049436253
Padparadscha Sapphire - Oval 3.03 Ct. #PA3948,https://www.thenaturalsapphirecompany.com/3.03ct-madagascar-oval-padparadscha-sapphire-pa3948-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3948/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-3.0300-cts-pa3948-1-full.jpg,PA3948,16741,3.03,"$5,525.08 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,10.54,7.35,4.34,1588.3301707779888
Padparadscha Sapphire - Oval 2.83 Ct. #PA3958,https://www.thenaturalsapphirecompany.com/2.83ct-madagascar-oval-padparadscha-sapphire-pa3958-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3958/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-2.8300-cts-pa3958-1-full.jpg,PA3958,16810,2.83,"$5,939.93 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Vivid,Madagascar,No Enhancement,10.17,8.33,4.28,1652.9006882989183
Padparadscha Sapphire - Cushion 4.54 Ct. #PA4026,https://www.thenaturalsapphirecompany.com/4.54ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4026-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4026/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-4.5400-cts-pa4026-1-full.jpg,PA4026,17604,4.54,"$3,877.53 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,9.12,9.06,6.13,1930.263157894737
Padparadscha Sapphire - Oval 3.59 Ct. #PA4115,https://www.thenaturalsapphirecompany.com/3.59ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4115-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4115/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-3.5900-cts-pa4115-1-full.jpg,PA4115,18955,3.59,"$5,279.94 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,9.76,7.94,5.72,1942.110655737705
Padparadscha Sapphire - Cushion 4.50 Ct. #PA3857,https://www.thenaturalsapphirecompany.com/4.50ct-madagascar-cushion-padparadscha-sapphire-pa3857-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3857/image/certified-natural-madagascar-cushion-padparadscha-sapphire-4.5000-cts-pa3857-1-full.jpg,PA3857,22275,4.50,"$4,950 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,9.61,9.49,5.2,2317.8980228928203
Padparadscha Sapphire - Oval 4.50 Ct. #PA3917,https://www.thenaturalsapphirecompany.com/4.50ct-madagascar-oval-padparadscha-sapphire-pa3917-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3917/image/certified-natural-madagascar-oval-padparadscha-sapphire-4.5000-cts-pa3917-1-full.jpg,PA3917,31388,4.50,"$6,975.11 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,10.56,8.34,6.29,2972.3484848484845
Padparadscha Sapphire - Round 5.82 Ct. #PA3768,https://www.thenaturalsapphirecompany.com/5.82ct-ceylon-sri-lanka-round-padparadscha-sapphire-pa3768-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3768/image/certified-natural-ceylon-round-padparadscha-sapphire-5.8200-cts-pa3768-1-full.jpg,PA3768,37888,5.82,"$6,509.97 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Round,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,9.94,9.77,7.06,3811.6700201207245
Padparadscha Sapphire - Oval 5.15 Ct. #PA4027,https://www.thenaturalsapphirecompany.com/5.15ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4027-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4027/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-5.1500-cts-pa4027-1-full.jpg,PA4027,43904,5.15,"$8,525.05 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,11.92,8.24,6.03,3683.221476510067
Padparadscha Sapphire - Cushion 5.19 Ct. #PA3970,https://www.thenaturalsapphirecompany.com/5.19ct-madagascar-cushion-padparadscha-sapphire-pa3970-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3970/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-5.1900-cts-pa3970-1-full.jpg,PA3970,48916,5.19,"$9,425.05 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium Light,Madagascar,No Enhancement,10.38,10.21,5.79,4712.52408477842
Padparadscha Sapphire - Oval 8.08 Ct. #PA4034,https://www.thenaturalsapphirecompany.com/8.08ct-madagascar-oval-padparadscha-sapphire-pa4034-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4034/image/certified-natural-untreated-madagascar-oval-padparadscha-sapphire-8.0800-cts-pa4034-1-full.jpg,PA4034,56560,8.08,"$7,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,12.66,10.04,6.65,4467.614533965245
Padparadscha Sapphire - Oval 0.57 Ct. #PA2680,https://www.thenaturalsapphirecompany.com/0.57ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa2680-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa2680/image/certified-natural-ceylon-oval-padparadscha-sapphire-0.5700-cts-pa2680-1-full.jpg,PA2680,570,0.57,"$1,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,5.84,4.32,2.64,97.6027397260274
Padparadscha Sapphire - Pear 1.08 Ct. #P4513,https://www.thenaturalsapphirecompany.com/1.08ct-ceylon-sri-lanka-pear-padparadscha-sapphire-p4513-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/p4513/image/certified-natural-untreated-ceylon-pear-pink-sapphire-1.0900-cts-p4513-1-full.jpg,P4513,1728,1.08,"$1,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,7.29,5.55,3.41,237.03703703703704
Padparadscha Sapphire - Trillion 1.06 Ct. #PA3980,https://www.thenaturalsapphirecompany.com/1.06ct-ceylon-sri-lanka-trillion-padparadscha-sapphire-pa3980-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3980/image/certified-natural-ceylon(srilanka)-trillion-padparadscha-sapphire-1.0600-cts-pa3980-1-full.jpg,PA3980,2544,1.06,"$2,400 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Trillion,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,5.98,5.74,4.0,425.4180602006689
Padparadscha Sapphire - Oval 1.03 Ct. #PA3984,https://www.thenaturalsapphirecompany.com/1.03ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3984-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3984/image/certified-natural-ceylon(srilanka)-round-padparadscha-sapphire-1.0300-cts-pa3984-1-full.jpg,PA3984,3090,1.03,"$3,000 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.24,5.63,3.65,495.1923076923077
Padparadscha Sapphire - Pear 1.59 Ct. #S8195,https://www.thenaturalsapphirecompany.com/1.59ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s8195-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8195/image/certified-natural-ceylon(srilanka)-pear-pink-sapphire-1.5900-cts-s8195-1-full.jpg,S8195,3434,1.59,"$2,159.75 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,9.07,5.92,4.1,378.61080485115764
Padparadscha Sapphire - Cushion 0.97 Ct. #PA4165,https://www.thenaturalsapphirecompany.com/0.97ct-ceylon-sri-lanka-cushion-padparadscha-sapphire-pa4165-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4165/image/certified-natural-ceylon(srilanka)-cushion-padparadscha-sapphire-0.9700-cts-pa4165-1-full.jpg,PA4165,3587,0.97,"$3,697.94 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,7.43,5.56,2.54,482.77254374158815
Padparadscha Sapphire - Oval 1.39 Ct. #PA4062,https://www.thenaturalsapphirecompany.com/1.39ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa4062-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4062/image/certified-natural-untreated-ceylon(srilanka)-oval-padparadscha-sapphire-1.3900-cts-pa4062-1-full.jpg,PA4062,3857,1.39,"$2,774.82 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,8.22,6.03,3.54,469.2214111922141
Padparadscha Sapphire - Oval 1.08 Ct. #S13813,https://www.thenaturalsapphirecompany.com/1.08ct-ceylon-sri-lanka-oval-padparadscha-sapphire-s13813-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s13813/image/certified-natural-ceylon(srilanka)-oval-padparadscha-sapphire-1.0800-cts-s13813-1-full.jpg,S13813,3888,1.08,"$3,600 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,6.78,5.54,3.33,573.4513274336283
Padparadscha Sapphire - Cushion 1.21 Ct. #PA3963,https://www.thenaturalsapphirecompany.com/1.21ct-mozambique-cushion-padparadscha-sapphire-pa3963-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3963/image/certified-natural-mozambique-cushion-padparadscha-sapphire-1.2100-cts-pa3963-1-full.jpg,PA3963,4029,1.21,"$3,329.75 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,6.29,6.15,3.26,640.5405405405405
Padparadscha Sapphire - Cushion 1.13 Ct. #S7835,https://www.thenaturalsapphirecompany.com/1.13ct-madagascar-cushion-padparadscha-sapphire-s7835-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s7835/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-1.1300-cts-s7835-1-full.jpg,S7835,4181,1.13,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,6.44,5.98,3.18,649.223602484472
Padparadscha Sapphire - Cushion 1.14 Ct. #PA4121,https://www.thenaturalsapphirecompany.com/1.14ct-madagascar-cushion-padparadscha-sapphire-pa4121-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa4121/image/certified-natural-untreated-madagascar-cushion-padparadscha-sapphire-1.1400-cts-pa4121-1-full.jpg,PA4121,4218,1.14,"$3,700 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Eye Clean,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,6.43,5.35,3.5,655.9875583203733
Padparadscha Sapphire - Pear 1.54 Ct. #S8364,https://www.thenaturalsapphirecompany.com/1.54ct-ceylon-sri-lanka-pear-padparadscha-sapphire-s8364-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/s8364/image/certified-natural-ceylon(srilanka)-pear-padparadscha-sapphire-1.5400-cts-s8364-1-full.jpg,S8364,4274,1.54,"$2,775.32 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,8.18,6.12,4.09,522.4938875305623
Padparadscha Sapphire - Oval 1.54 Ct. #PA3215,https://www.thenaturalsapphirecompany.com/1.54ct-ceylon-sri-lanka-oval-padparadscha-sapphire-pa3215-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3215/image/certified-natural-untreated-ceylon-oval-padparadscha-sapphire-1.5400-cts-pa3215-1-full.jpg,PA3215,4312,1.54,"$2,800 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,9.16,5.76,3.32,470.7423580786026
Padparadscha Sapphire - Cushion 2.05 Ct. #PA3829,https://www.thenaturalsapphirecompany.com/2.05ct-madagascar-cushion-padparadscha-sapphire-pa3829-/,https://image.thenaturalsapphirecompany.com/nsc/sapphire/pa3829/image/certified-natural-madagascar-cushion-padparadscha-sapphire-2.0500-cts-pa3829-1-full.jpg,PA3829,4551,2.05,"$2,220 per Ct.",Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,7.93,6.39,4.23,573.8965952080706
